,Genre,Gross,actors,directors,producers,rel_date,title,writers
2489,Period Adventure,87033600,Cary Elwes/Lena Headey,Stephen Sommers,,1994-12-25,The Jungle Book,Stephen Sommers
2490,Period Drama,3960400,Anthony Hopkins/Julianne Moore,James Ivory,,1996-09-20,Surviving Picasso,Ruth Prawer Jhabvala
2491,Comedy,49500,Charlie Sheen/Bill Murray/Jason Schwartzman,Roman Coppola,Roman Coppola,2013-02-08,A Glimpse Inside the Mind of Charles Swan III,Roman Coppola
2492,Sci-Fi Horror,684566100,Omar Sy/Chris Pratt/Bryce Dallas Howard/Jake Johnson/Irrfan Khan,Colin Trevorrow,Patrick Crowley/Jon Jashni/Frank Marshall/Steven Spielberg/Thomas Tull,2015-06-12,Jurassic World,Derek Connolly/Rick Jaffa/Amanda Silver/Colin Trevorrow
2493,Comedy,20345300,Timothy Olyphant/Paul Dano,Luke Greenfield,Arnon Milchan,2004-04-09,The Girl Next Door,Stuart Blumberg
2494,Comedy / Drama,7550400,Shailene Woodley/Miles Teller/Mary Elizabeth Winstead,James Ponsoldt,Scott Neustadter/Michael H. Weber,2013-08-02,The Spectacular Now,Scott Neustadter/Michael H. Weber
2495,Foreign,1951700,Zhang Ziyi,Wong Kar Wai,Wong Kar Wai,2005-08-05,2046,Wong Kar Wai
2496,Comedy,180577500,John Travolta,Nora Ephron,Nora Ephron,1996-12-25,Michael,Delia Ephron/Nora Ephron
2497,Comedy,1777500,Lisa Kudrow/Steve Coogan/Maggie Gyllenhaal,Don Roos,,2005-07-15,Happy Endings,Don Roos
2498,Action Comedy,8900,Paul Walker/Elijah Wood/Brendan Fraser/Matt Dillon/Thomas Jane,Wayne Kramer,,2013-07-12,Pawn Shop Chronicles,
2499,Horror,51223600,,Victor Salva,,2003-08-29,Jeepers Creepers 2,
2500,Comedy,139800,Woody Harrelson/Werner Herzog,Zak Penn,,2008-03-21,The Grand,Zak Penn
2501,Drama,6287300,Ewan McGregor/Christopher Plummer/Melanie Laurent/Goran Visnjic,Mike Mills,,2011-06-03,Beginners,Mike Mills
2502,Animation,232784600,Jamie Chung,Don Hall/Chris Williams,John Lasseter,2014-11-07,Big Hero 6,Robert L. Baird/Daniel Gerson/Jordan Roberts
2503,Sports Drama,64559700,Diane Lane/John Malkovich,Randall Wallace,Bill Johnson,2010-10-08,Secretariat,
2504,Comedy,54753700,Chris Rock/Bernie Mac/Tracy Morgan,Chris Rock,,2003-03-28,Head of State,
2505,Period Drama,6780100,Anthony Hopkins,Roger Donaldson,Roger Donaldson,2005-12-07,The World's Fastest Indian,Roger Donaldson
2506,Period Comedy,14960000,Heath Ledger/Jeremy Irons,Lasse Hallstrom,Mark Gordon,2005-12-25,Casanova,
2507,Thriller,176686900,Harrison Ford,Alan J. Pakula,Sydney Pollack,1990-07-27,Presumed Innocent,
2508,Romantic Comedy,19394400,Drew Barrymore/Justin Long/Christina Applegate/Ron Livingston/Charlie Day/Rob Riggle/Jason Sudeikis,Nanette Burstein,Jennifer Gibgot/Adam Shankman,2010-09-03,Going the Distance,Geoff LaTulippe
2509,Romance,6166800,Willem Dafoe/Maggie Gyllenhaal/Natalie Portman/Gena Rowlands/Rufus Sewell/Elijah Wood,Ethan Coen*/Joel Coen*/Wes Craven*/Alfonso Cuaron*/Christopher Doyle*/Richard LaGravenese*/Alexander Payne*/Tom Tykwer*/Gus Van Sant*,,2007-05-04,"Paris, je t'aime",Ethan Coen*/Joel Coen*/Wes Craven*/Alfonso Cuaron*/Christopher Doyle*/Richard LaGravenese*/Alexander Payne*/Tom Tykwer*/Gus Van Sant*
2510,Action Thriller,62476300,Jeff Bridges/Tommy Lee Jones/Forest Whitaker,Stephen Hopkins,,1994-07-01,Blown Away,
2511,Animation,282268000,Steve Carell/Jason Segel/Russell Brand,Pierre Coffin/Chris Renaud,Janet Healy/Christopher Meledandri,2010-07-09,Despicable Me,Ken Daurio/Cinco Paul
2512,Drama,105209200,Russell Crowe/Jennifer Connelly/Emma Watson/Anthony Hopkins/Logan Lerman,Darren Aronofsky,Ari Handel/Arnon Milchan/Mary Parent,2014-03-28,Noah,Darren Aronofsky/Ari Handel
2513,Foreign,20628500,Gael Garcia Bernal/Diego Luna,Alfonso Cuaron,Sergio Aguero,2002-03-15,Y Tu Mama Tambien,
2514,Horror Thriller,43755400,Paul Bettany/Lucas Black/Tyrese Gibson/Dennis Quaid,Scott Charles Stewart,Scott Charles Stewart,2010-01-22,Legion,Scott Charles Stewart
2515,Sci-Fi Action,71525100,Bruce Willis/Joseph Gordon-Levitt/Emily Blunt/Paul Dano/Piper Perabo,Rian Johnson,Ram Bergman/Joseph Gordon-Levitt/Dan Mintz/Peter Schlessel/James D. Stern,2012-09-28,Looper,Rian Johnson
2516,Comedy / Drama,377000,Anna Kendrick/Olivia Wilde/Jake Johnson/Ron Livingston,Joe Swanberg,Joe Swanberg/Mike Witherill,2013-08-23,Drinking Buddies,Joe Swanberg
2517,Animation,173200000,Ewan McGregor/Halle Berry/Greg Kinnear/Amanda Bynes/Robin Williams/Jim Broadbent,Carlos Saldanha/Chris Wedge,John C. Donkin/Christopher Meledandri,2005-03-11,Robots,David Lindsay-Abaire
2518,Drama,41099300,Thandie Newton/Michael Ealy,Tyler Perry,Paul Hall/Tyler Perry,2010-11-05,For Colored Girls,Tyler Perry
2519,Drama / Thriller,70168500,Liam Neeson/January Jones/Frank Langella,Jaume Collet-Serra,Susan Downey/Joel Silver,2011-02-18,Unknown,
2520,Horror Thriller,38224400,,John Erick Dowdle,Sergio Aguero/Doug Davison/Drew Dowdle/Roy Lee,2008-10-10,Quarantine,Drew Dowdle/John Erick Dowdle
2521,Thriller,44629800,Kim Basinger/Chris Evans/Jason Statham/William H. Macy/Jessica Biel,David R. Ellis,Dean Devlin,2004-09-10,Cellular,Chris Morgan
2522,War,161929700,Ewen Bremner/Josh Hartnett/Ewan McGregor/Eric Bana,Ridley Scott,Jerry Bruckheimer/Ridley Scott,2001-12-28,Black Hawk Down,
2523,Sci-Fi,50485000,Channing Tatum/Mila Kunis/Eddie Redmayne/Sean Bean,Lilly &amp; Lana Wachowski,Lilly &amp; Lana Wachowski,2015-02-06,Jupiter Ascending,Lilly &amp; Lana Wachowski
2524,Crime Comedy,36725200,Billy Burke/Christina Applegate,Jim Abrahams,Bill Badalato,1998-07-24,Mafia!,Jim Abrahams
2525,Comedy / Drama,8705500,Aaron Eckhart/Ben Stiller,Neil LaBute,Steve Golin,1998-08-21,Your Friends and Neighbors,Neil LaBute
2526,Thriller,20486300,"Annette Bening/Robert Downey, Jr.",Neil Jordan,,1999-01-15,In Dreams,
2527,Drama,5684900,Tim Robbins/Derek Luke,Phillip Noyce,Tim Bevan/Eric Fellner/Anthony Minghella/Sydney Pollack,2006-10-27,Catch a Fire,
2528,Western,2543100,Jesse Plemons/Tommy Lee Jones/Hilary Swank,Tommy Lee Jones,,2014-11-14,The Homesman,Tommy Lee Jones
2529,Comedy / Drama,46154300,Drew Barrymore/Brittany Murphy/Maggie Gyllenhaal,Penny Marshall,Laurence Mark/Richard Sakai,2001-10-19,Riding in Cars with Boys,
2530,Comedy,89993000,Jim Carrey/Rob Riggle,The Farrelly Bros.,Riza Aziz/The Farrelly Bros./Joey McFarland/Charles B. Wessler,2014-11-14,Dumb and Dumber To,Sean Anders
2531,Period Drama,5799700,Javier Bardem/Benjamin Bratt/John Leguizamo,Mike Newell,,2007-11-16,Love in the Time of Cholera,
2532,Family Comedy,55082400,John Slattery/Amy Adams,Frederik Du Chau,Gary Barber/Roger Birnbaum/Eric Ellenbogen/Jonathan Glickman/Jay Polstein,2007-08-03,Underdog,Adam Rifkin
2533,Fantasy Comedy,348739900,Jim Carrey/Morgan Freeman/Jennifer Aniston/Steve Carell,Tom Shadyac,Gary Barber/Roger Birnbaum/Michael Bostick/Jim Carrey/Steve Koren/Mark O'Keefe/Tom Shadyac,2003-05-23,Bruce Almighty,Steve Koren/Mark O'Keefe/Steve Oedekerk
2534,Period Adventure,4747900,Clint Eastwood,Clint Eastwood,Clint Eastwood/David Valdes,1990-09-14,"White Hunter, Black Heart",
2535,Drama,7023300,Kate Winslet/Jennifer Connelly/Patrick Wilson/Jackie Earle Haley,Todd Field,Albert Berger/Todd Field/Ron Yerxa,2006-10-06,Little Children,
2536,Thriller,56307900,Paul Walker/Craig T. Nelson,Rob Cohen,Neal H. Moritz/John Pogue,2000-03-31,The Skulls,John Pogue
2537,Action / Adventure,194563900,Chris Hemsworth/Natalie Portman/Kat Dennings/Anthony Hopkins/Ray Stevenson/Idris Elba/Stellan Skarsgard/Rene Russo/Clark Gregg/Tom Hiddleston,Kenneth Branagh,Louis D'Esposito/Kevin Feige/Alan Fine/Stan Lee/David Maisel/Patricia Whitcher,2011-05-06,Thor,Ashley Miller/Don Payne/Zack Stentz
2538,Thriller,143683500,Jodie Foster/Kristen Stewart/Forest Whitaker/Jared Leto,David Fincher,Cean Chaffin/Gavin Polone,2002-03-29,Panic Room,David Koepp
2539,Foreign,1959200,Zhang Ziyi,Zhang Yimou,,2001-05-25,The Road Home,
2540,Action,59820700,Tom Hardy/Chris Pine/Reese Witherspoon/Angela Bassett,McG,Simon Kinberg/James Lassiter/Robert Simonds/Will Smith/Lisa Stewart,2012-02-17,This Means War,Timothy Dowling/Simon Kinberg
2541,Romantic Comedy,264989500,Tom Hanks/Meg Ryan,Nora Ephron,Patrick Crowley/Lynda Obst,1993-06-25,Sleepless in Seattle,Nora Ephron
2542,War,33252600,Daniel Craig/Liev Schreiber/Jamie Bell/Alexa Davalos,Edward Zwick,Pieter Jan Brugge,2008-12-31,Defiance,
2543,Action Comedy,188880300,Martin Lawrence/Nia Long/Paul Giamatti/Terrence Howard,Raja Gosnell,Rodney M. Liber/Arnon Milchan,2000-06-02,Big Momma's House,Don Rhymer
2544,Sci-Fi Horror,119595800,Ben Kingsley/Alfred Molina/Forest Whitaker,Roger Donaldson,,1995-07-07,Species,
2545,Drama / Thriller,100961600,Shia LaBeouf/Carrie-Anne Moss/Viola Davis,D.J. Caruso,Jackie Marcus/Joe Medjuck/Tom Pollock/Ivan Reitman,2007-04-13,Disturbia,Christopher B. Landon/Carl Ellsworth
2546,Comedy,40444000,Jason Bateman/Leslie Mann/Ryan Reynolds/Olivia Wilde,David Dobkin,David Dobkin/Neal H. Moritz,2011-08-05,The Change-Up,Jon Lucas/Scott Moore
2547,Period Drama,64982900,Jodie Foster,Andy Tennant,Lawrence Bender,1999-12-17,Anna and the King,
2548,Action / Adventure,162594400,Edward Norton/Liv Tyler/William Hurt/Ty Burrell/Michael K. Williams,Louis Leterrier,Avi Arad/Kevin Feige/Gale Anne Hurd/Stan Lee/David Maisel/Jim Van Wyck,2008-06-13,The Incredible Hulk,Zak Penn
2549,Comedy,18913000,Ben Stiller/Jack Black/Rachel Weisz/Christopher Walken,Barry Levinson,Barry Levinson,2004-04-30,Envy,Steve Adams
2550,Romantic Comedy,55622900,Matthew Perry/Salma Hayek,Andy Tennant,,1997-02-14,Fools Rush In,
2551,War,44427000,Ryan Phillippe/John Slattery/Jamie Bell/Paul Walker,Clint Eastwood,Clint Eastwood/Robert Lorenz/Steven Spielberg,2006-10-20,Flags of Our Fathers,Paul Haggis
2552,Period Adventure,259172200,Johnny Depp/Penelope Cruz/Geoffrey Rush,Rob Marshall,Jerry Bruckheimer/John DeLuca/Ted Elliott/Terry Rossio,2011-05-20,Pirates of the Caribbean: On Stranger Tides,Ted Elliott/Terry Rossio
2553,Unknown,3700,Thomas Jane,Dan Ireland,,1999-04-30,The Velocity of Gary,
2554,Crime,6041100,Emma Watson/Leslie Mann,Sofia Coppola,,2013-06-14,The Bling Ring,Sofia Coppola
2555,Comedy,63650100,Sacha Baron Cohen/Anna Faris/Ben Kingsley,Larry Charles,Alec Berg/Sacha Baron Cohen/David Mandel/Scott Rudin/Jeff Schaffer,2012-05-16,The Dictator,Alec Berg/Sacha Baron Cohen/David Mandel/Jeff Schaffer
2556,Period Horror,217605200,Tom Cruise/Brad Pitt/Kirsten Dunst/Antonio Banderas,Neil Jordan,,1994-11-11,Interview with the Vampire,
2557,Sports Drama,37958100,Jon Hamm/Lake Bell/Suraj Sharma,Craig Gillespie,Joe Roth,2014-05-16,Million Dollar Arm,Tom McCarthy
2558,Adventure,205687800,"Robert Downey, Jr./Jude Law/Noomi Rapace/Jared Harris/Rachel McAdams",Guy Ritchie,Susan Downey/Gary Goetzman/Dan Lin/Joel Silver,2011-12-16,Sherlock Holmes: A Game of Shadows,Kieran Mulroney/Michele Mulroney
2559,Comedy,128204400,Jason Bateman/Charlie Day/Jason Sudeikis/Jennifer Aniston/Colin Farrell/Jamie Foxx/Kevin Spacey,Seth Gordon,Brett Ratner/Jay Stern,2011-07-08,Horrible Bosses,Jonathan M. Goldstein/Michael Markowitz
2560,Drama,1046000,Jude Law/Natalie Portman/Rachel Weisz,Wong Kar Wai,Wong Kar Wai,2008-04-04,My Blueberry Nights,Wong Kar Wai
2561,Fantasy Drama,87800,Jeff Bridges,Terry Gilliam,,2006-10-13,Tideland,
2562,Family Adventure,320780300,Ben Stiller/Carla Gugino/Ricky Gervais/Robin Williams/Steve Coogan/Owen Wilson,Shawn Levy,Chris Columbus/Thomas M. Hammel/Stephen Sommers,2006-12-22,Night at the Museum,Thomas Lennon &amp; Ben Garant
2563,Drama,4296400,Michael Fassbender/Carey Mulligan,Steve McQueen (II),Iain Canning,2011-12-02,Shame,Steve McQueen (II)/Abi Morgan
2564,Drama,1337700,Zac Efron/Claire Danes/Zoe Kazan,Richard Linklater,John Sloss,2009-11-25,Me and Orson Welles,
2565,Drama / Thriller,95200,Elisabeth Moss,Alex Ross Perry/Alex Ross Perry,,2015-08-26,Queen of Earth,
2566,Period Action,96070600,Jennifer Connelly,Joe Johnston,Larry J. Franco*/Lawrence Gordon/Lloyd Levin,1991-06-21,The Rocketeer,
2567,Sci-Fi Action,383299300,Shia LaBeouf/Rosie Huntington-Whiteley/Josh Duhamel/Tyrese Gibson/Frances McDormand/John Malkovich,Michael Bay,Michael Bay/Ian Bryce/Tom DeSanto/Lorenzo di Bonaventura/Don Murphy/Steven Spielberg/Mark Vahradian,2011-06-29,Transformers: Dark of the Moon,Ehren Kruger
2568,Period Action,35494100,Bruce Willis/Christopher Walken/Leslie Mann,Walter Hill,Michael De Luca/Walter Hill/Arthur M. Sarkissian,1996-09-20,Last Man Standing,
2569,Comedy,333800,David Duchovny/Ioan Gruffudd/Sigourney Weaver,Jake Kasdan,Judd Apatow/Jake Kasdan/Aaron Ryder,2007-04-06,The TV Set,
2570,Comedy / Drama,14700,Emma Stone/Ryan Reynolds/Lisa Kudrow,Kieran Mulroney/Michele Mulroney,,2010-04-23,Paper Man,Kieran Mulroney/Michele Mulroney
2571,Period Drama,25834400,Helena Bonham Carter,Iain Softley,,1997-11-07,The Wings of the Dove,Hossein Amini
2572,Romance,4419500,Billy Burke/Alexa Davalos/Morgan Freeman/Greg Kinnear/Radha Mitchell,Robert Benton,Gary Lucchesi/Tom Rosenberg/Richard Wright,2007-09-28,Feast of Love,Allison Burnett
2573,Period Drama,61577000,Maggie Smith/Ryan Phillippe/Clive Owen/Helen Mirren,Robert Altman,,2001-12-26,Gosford Park,
2574,Comedy Thriller,3854500,Ben Stiller,Jake Kasdan,Jake Kasdan,1998-01-30,Zero Effect,Jake Kasdan
2575,Drama,101800,Rachel McAdams/Noomi Rapace,Brian De Palma,,2013-08-30,Passion,
2576,Fantasy Comedy,111972600,Bruce Willis/Lily Tomlin,Jon Turteltaub,Hunt Lowry,2000-07-07,Disney's The Kid,Audrey Wells
2577,Comedy / Drama,39400,Rosemarie DeWitt/Ron Livingston/Ellen Page,Lynn Shelton,,2013-09-06,Touchy Feely,Lynn Shelton
2578,Fantasy Comedy,181603000,Adam Sandler/Kate Beckinsale/Christopher Walken,Frank Coraci,Jack Giarraputo/Tim Herlihy/Steve Koren/Neal H. Moritz/Mark O'Keefe/Adam Sandler,2006-06-23,Click,Steve Koren/Mark O'Keefe
2579,Drama / Thriller,51994900,Daniel Day-Lewis/Emma Thompson/Jamie Harris,Jim Sheridan,,1993-12-31,In the Name of the Father,Jim Sheridan
2580,Action,84118700,Liam Neeson/Bradley Cooper/Sharlto Copley/Quinton 'Rampage' Jackson/Jessica Biel/Patrick Wilson,Joe Carnahan,Ridley Scott/Tony Scott/Alex Young,2010-06-11,The A-Team,Skip Woods
2581,Drama,125300,Jake Johnson/Rosemarie DeWitt,Joe Swanberg,Jake Johnson/Joe Swanberg,2015-08-21,Digging for Fire,Jake Johnson/Joe Swanberg
2582,Sports Comedy,159431500,Vince Vaughn/Ben Stiller/Christine Taylor/Justin Long/Joel David Moore,Rawson Marshall Thurber,Ben Stiller,2004-06-18,DodgeBall: A True Underdog Story,Rawson Marshall Thurber
2583,Adventure Comedy,74760000,Cary Elwes,Mel Brooks,,1993-07-30,Robin Hood: Men in Tights,
2584,Romantic Comedy,13041800,Kate Hudson/Naomi Watts,James Ivory,Ted Field/Scott Kroopf,2003-08-08,Le Divorce,Ruth Prawer Jhabvala
2585,Action Horror,46591000,Denzel Washington/James Gandolfini,Gregory Hoblit,Charles Roven,1998-01-16,Fallen,
2586,Comedy,107371200,James Franco/Jonah Hill/Seth Rogen/Jay Baruchel/Danny McBride/Michael Cera/Emma Watson,Evan Goldberg/Seth Rogen,Evan Goldberg/Seth Rogen/James Weaver,2013-06-12,This is the End,Evan Goldberg/Seth Rogen
2587,Action,160157500,Matt Damon/Tommy Lee Jones/Julia Stiles/Alicia Vikander,Paul Greengrass,Matt Damon/Paul Greengrass/Frank Marshall,2016-07-29,Jason Bourne,
2588,Fantasy,391226000,Tilda Swinton,Andrew Adamson,Mark Johnson,2005-12-09,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Christopher Markus/Stephen McFeely
2589,Thriller,163390700,Robert DeNiro,Martin Scorsese,Kathleen Kennedy/Frank Marshall,1991-11-15,Cape Fear,
2590,Horror,50778700,Justin Long,Sam Raimi,,2009-05-29,Drag Me to Hell,
2591,Comedy,40286800,Barbra Streisand/Seth Rogen/Adam Scott,Anne Fletcher,David Ellison/Dan Fogelman/Evan Goldberg/Lorne Michaels/Seth Rogen/Paul Schwake/Barbra Streisand,2012-12-19,The Guilt Trip,Dan Fogelman
2592,Horror Thriller,2177000,Josh Brolin/Ewan McGregor,Ole Bornedal,,1998-04-17,Nightwatch,Ole Bornedal/Steven Soderbergh
2593,Comedy,30100300,Toni Collette,P.J. Hogan,,1995-03-10,Muriel's Wedding,
2594,Foreign,2849200,Javier Bardem,Alejandro Amenabar,,2004-12-17,The Sea Inside,Alejandro Amenabar
2595,Drama,10056100,Colin Firth/Julianne Moore/Nicholas Hoult/Matthew Goode/Ginnifer Goodwin,Tom Ford,Chris Weitz,2009-12-11,A Single Man,
2596,Animation,111111200,Beyonce Knowles/Colin Farrell/Josh Hutcherson/Amanda Seyfried/Aziz Ansari/Jason Sudeikis/Christoph Waltz,Chris Wedge,,2013-05-24,Epic,Tom J. Astle/Matt Ember
2597,Period Adventure,74855100,Sean Connery/Richard Gere,Jerry Zucker,Hunt Lowry/Jerry Zucker,1995-07-07,First Knight,William Nicholson
2598,Period Adventure,55742600,Antonio Banderas,John McTiernan,,1999-08-27,The 13th Warrior,
2599,Comedy,71630900,Kevin James,Andy Fickman,Todd Garner/Kevin James/Adam Sandler,2015-04-17,Paul Blart: Mall Cop 2,Nick Bakay/Kevin James
2600,Romance,11019900,Ethan Hawke/Julie Delpy,Richard Linklater,John Sloss,1995-01-27,Before Sunrise,
2601,Sci-Fi Comedy,72770200,Jack Nicholson/Glenn Close/Annette Bening/Pierce Brosnan/Danny DeVito/Sarah Jessica Parker,Tim Burton,Tim Burton/Larry J. Franco,1996-12-13,Mars Attacks!,
2602,Unknown,361400,Eric Bana,Andrew Dominik,,2001-04-11,Chopper,Andrew Dominik
2603,Romance,83494100,Holly Hunter/Anna Paquin,Jane Campion,,1993-11-12,The Piano,Jane Campion
2604,Foreign,3521400,Antonio Banderas,Pedro Almodovar,Pedro Almodovar,2011-10-14,The Skin I Live In,Pedro Almodovar
2605,Action Drama,160176200,Robert DeNiro/Kurt Russell,Ron Howard,Brian Grazer,1991-05-24,Backdraft,
2606,Comedy,213300,Ben Affleck/Rachel Weisz,Mark Pellington,Tom Rosenberg,1997-09-19,Going All the Way,
2607,Thriller,91976800,Denzel Washington/Meryl Streep/Liev Schreiber/Jon Voight/Jeffrey Wright/Anthony Mackie,Jonathan Demme,Scott Aversano/Scott Rudin,2004-07-30,The Manchurian Candidate,
2608,Action Thriller,326245400,Glenn Close/Harrison Ford/William H. Macy/Gary Oldman,Wolfgang Petersen,Marc Abraham,1997-07-25,Air Force One,
2609,Drama,53811700,Kevin Spacey/Helen Hunt/James Caviezel,Mimi Leder,,2000-10-20,Pay It Forward,Leslie Dixon
2610,Crime Comedy,143540200,John Travolta/Rene Russo/Danny DeVito,Barry Sonnenfeld,Michael Shamberg/Stacey Sher/Barry Sonnenfeld,1995-10-20,Get Shorty,Scott Frank
2611,Foreign,5539200,Penelope Cruz,Pedro Almodovar,,2009-11-20,Broken Embraces,Pedro Almodovar
2612,Action Comedy,251742900,Brad Pitt/Angelina Jolie/Vince Vaughn/Adam Brody,Doug Liman,Akiva Goldsman/Arnon Milchan,2005-06-10,Mr. & Mrs. Smith,Simon Kinberg
2613,Horror Thriller,134670500,Jack Nicholson/Michelle Pfeiffer,Mike Nichols,Douglas Wick,1994-06-17,Wolf,
2614,Sci-Fi Thriller,4626700,Rose Byrne/Chris Evans/Cillian Murphy/Mark Strong/Michelle Yeoh,Danny Boyle,,2007-07-20,Sunshine,Alex Garland
2615,Period Drama,78308800,"Robert DeNiro/Cuba Gooding, Jr./Charlize Theron","George Tillman, Jr.",Bill Badalato,2000-11-10,Men of Honor,Scott Marshall Smith
2616,Drama,230300,Charlize Theron/Kim Basinger/Jennifer Lawrence,Guillermo Arriaga,,2009-09-18,The Burning Plain,Guillermo Arriaga
2617,Period Drama,50727600,Jack Nicholson/Danny DeVito,Danny DeVito,,1992-12-25,Hoffa,David Mamet
2618,Drama,72015000,John Travolta/Emma Thompson/Kathy Bates/Billy Bob Thornton,Mike Nichols,Mike Nichols,1998-03-20,Primary Colors,
2619,Family Comedy,416605100,Jim Carrey,Ron Howard,Brian Grazer/Ron Howard,2000-11-17,How the Grinch Stole Christmas,
2620,Action Comedy,149756900,Jonah Hill/Channing Tatum/Brie Larson/Dave Franco/Rob Riggle/Ice Cube,Phil Lord/Chris Miller (II),Jonah Hill/Neal H. Moritz/Channing Tatum,2012-03-16,21 Jump Street,Michael Bacall/Jonah Hill
2621,Action Comedy,39873700,Keenen Ivory Wayans/Brian Cox,John Gray,,1996-10-04,The Glimmer Man,
2622,Unknown,435000,Billy Crudup/Jennifer Connelly,Keith Gordon,,2000-03-22,Waking the Dead,
2623,Animation,22240200,Freddie Highmore/Nicolas Cage,David Bowers,,2009-10-23,Astro Boy,David Bowers
2624,Action,262679200,Sean Connery/Nicolas Cage/Ed Harris,Michael Bay,Jerry Bruckheimer,1996-06-07,The Rock,
2625,Sci-Fi,23934400,Johnny Depp/Rebecca Hall/Paul Bettany/Cillian Murphy/Morgan Freeman,Wally Pfister,Kate Cohen/Broderick Johnson/Andrew A. Kosove/Dan Mintz/Christopher Nolan/Marisa Polvino/Aaron Ryder/Emma Thomas/David Valdes,2014-04-18,Transcendence,Jack Paglen
2626,Action Horror,24506900,Milla Jovovich,Kurt Wimmer,,2006-03-03,Ultraviolet,Kurt Wimmer
2627,Action / Adventure,125627600,Alexander Skarsgård/Samuel L. Jackson/Margot Robbie/Christoph Waltz,David Yates,,2016-07-01,The Legend of Tarzan,
2628,Horror Thriller,8800,Michael Fassbender/Jack O'Connell,James Watkins,,2008-10-31,Eden Lake,James Watkins
2629,Comedy / Drama,4897300,Sharon Stone/Gena Rowlands/James Gandolfini/Gillian Anderson,Peter Chelsom,Don Carmody/Simon Fields,1998-10-09,The Mighty,
2630,Thriller,17605400,Dean Norris/Michael Fassbender/Penelope Cruz/Cameron Diaz/Javier Bardem/Brad Pitt,Ridley Scott,Ridley Scott/Nick Wechsler,2013-10-25,The Counselor,
2631,Comedy / Drama,44619200,Michael Keaton/Zach Galifianakis/Edward Norton/Amy Ryan/Emma Stone/Naomi Watts,Alejandro González Iñárritu,Alejandro González Iñárritu/Arnon Milchan,2014-10-17,Birdman,Alejandro González Iñárritu
2632,War,19437800,Jeremy Renner/Anthony Mackie/Guy Pearce/Ralph Fiennes,Kathryn Bigelow,Kathryn Bigelow/Mark Boal/Greg Shapiro,2009-06-26,The Hurt Locker,Mark Boal
2633,Comedy / Drama,23500,Steve Coogan/Imogen Poots/Anna Friel,Michael Winterbottom,,2013-07-05,The Look of Love,
2634,Family Adventure,96812200,Hugh Laurie,Rob Minkoff,Jason Clark/Lucy Fisher/Gail Lyon/Douglas Wick,2002-07-19,Stuart Little 2,
2635,Period Action,265105400,Gerard Butler/Lena Headey/Michael Fassbender/Rodrigo Santoro,Zack Snyder,Scott Mednick/Gianni Nunnari/Mark Canton/Bernie Goldmann/Jeffrey Silver/Deborah Snyder/Thomas Tull,2007-03-09,300,Kurt Johnstad/Frank Miller/Zack Snyder
